pagina,numero_token_originali,numero_nodi_grafo,numero_archi_grafo,gradi_dei_nodi,coefficiente_clustering_medio,lunghezza_media_cammino_minimo
61,313,313,524,"[0, 7, 0, 0, 0, 8, 10, 0, 5, 0, 8, 6, 0, 0, 0, 1, 0, 0, 0, 6, 1, 3, 0, 3, 2, 0, 1, 1, 4, 0, 2, 1, 9, 0, 0, 1, 12, 3, 0, 0, 11, 2, 5, 3, 4, 1, 12, 3, 0, 2, 10, 0, 0, 9, 4, 2, 2, 10, 5, 0, 0, 1, 0, 0, 6, 5, 4, 10, 1, 1, 10, 0, 4, 0, 5, 0, 3, 4, 0, 12, 10, 2, 0, 12, 9, 4, 0, 0, 0, 1, 1, 0, 3, 5, 1, 0, 0, 0, 6, 4, 5, 1, 2, 5, 2, 0, 0, 0, 0, 0, 0, 10, 1, 0, 5, 0, 6, 6, 10, 0, 1, 8, 0, 1, 2, 24, 1, 0, 3, 6, 0, 1, 6, 1, 12, 1, 4, 0, 12, 0, 0, 4, 0, 1, 4, 10, 1, 5, 3, 0, 5, 0, 1, 0, 12, 10, 2, 0, 0, 0, 6, 4, 2, 0, 0, 4, 24, 11, 5, 4, 2, 2, 9, 0, 0, 1, 3, 2, 1, 5, 3, 0, 0, 0, 11, 2, 3, 2, 6, 1, 4, 0, 6, 0, 10, 2, 0, 10, 7, 5, 6, 10, 2, 1, 6, 0, 6, 3, 1, 0, 6, 1, 12, 3, 1, 1, 10, 1, 10, 1, 4, 3, 0, 4, 0, 6, 0, 0, 0, 0, 0, 0, 5, 2, 6, 0, 0, 1, 2, 0, 1, 3, 5, 0, 11, 4, 2, 2, 12, 4, 1, 0, 10, 0, 0, 11, 5, 4, 1, 11, 4, 0, 6, 5, 10, 0, 9, 4, 1, 3, 2, 7, 5, 10, 1, 24, 5, 11, 0, 3, 0, 0, 0, 10, 1, 3, 0, 0, 12, 1, 0, 0, 6, 0, 1, 5, 2, 6, 2, 1, 11, 4, 1, 0, 0, 9, 0, 6, 2, 0, 0, 0, 0]",0.49761308438902546,2.272727272727273
62,250,250,405,"[0, 0, 10, 0, 9, 3, 3, 2, 1, 2, 2, 1, 3, 10, 6, 0, 0, 3, 10, 4, 0, 3, 2, 2, 2, 5, 2, 10, 0, 10, 0, 21, 1, 0, 10, 6, 0, 3, 2, 2, 6, 0, 1, 0, 0, 10, 0, 0, 0, 2, 10, 0, 10, 1, 0, 8, 10, 4, 1, 7, 0, 10, 4, 0, 0, 0, 5, 1, 0, 2, 1, 3, 10, 6, 2, 6, 0, 1, 2, 0, 1, 0, 10, 10, 0, 3, 8, 0, 3, 1, 0, 0, 0, 3, 6, 4, 9, 1, 4, 10, 6, 3, 0, 0, 0, 2, 0, 4, 6, 4, 9, 0, 1, 4, 0, 0, 2, 1, 9, 1, 0, 4, 0, 2, 0, 9, 3, 10, 0, 0, 10, 0, 9, 1, 2, 0, 0, 2, 5, 2, 1, 1, 0, 1, 0, 2, 2, 10, 3, 1, 0, 0, 9, 0, 1, 6, 10, 1, 1, 0, 2, 3, 10, 4, 1, 0, 5, 0, 10, 4, 1, 7, 3, 10, 2, 0, 0, 6, 0, 0, 1, 0, 0, 0, 1, 9, 1, 0, 0, 1, 10, 2, 10, 2, 10, 0, 0, 10, 2, 10, 2, 10, 6, 1, 5, 1, 1, 0, 0, 9, 0, 10, 2, 10, 6, 1, 3, 8, 0, 3, 0, 2, 1, 5, 0, 6, 0, 1, 9, 0, 7, 8, 2, 1, 10, 1, 6, 0, 1, 3, 10, 8, 4, 3, 0, 1, 0, 0, 0, 0]",0.5105619047619048,2.022792022792023
63,291,291,262,"[5, 0, 6, 0, 6, 0, 0, 1, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 6, 2, 2, 8, 6, 0, 0, 6, 2, 0, 1, 0, 8, 3, 0, 2, 8, 6, 0, 1, 2, 0, 8, 1, 2, 1, 1, 2, 6, 0, 0, 22, 2, 0, 0, 0, 1, 8, 0, 3, 0, 6, 1, 0, 1, 8, 1, 1, 4, 0, 2, 4, 2, 1, 0, 0, 1, 0, 0, 0, 2, 0, 0, 5, 0, 0, 0, 3, 0, 0, 3, 0, 1, 2, 1, 2, 0, 4, 0, 8, 0, 0, 0, 0, 0, 0, 0, 2, 8, 5, 1, 4, 0, 4, 8, 2, 0, 0, 3, 2, 0, 0, 2, 2, 0, 1, 0, 0, 0, 1, 0, 2, 2, 1, 2, 6, 5, 0, 1, 1, 3, 1, 1, 2, 1, 2, 1, 0, 2, 2, 6, 2, 3, 1, 0, 0, 1, 1, 1, 0, 6, 1, 1, 2, 6, 0, 2, 1, 2, 0, 0, 5, 6, 1, 1, 1, 0, 0, 0, 6, 0, 1, 0, 0, 0, 8, 1, 0, 0, 0, 0, 2, 5, 0, 0, 0, 3, 0, 1, 3, 1, 2, 0, 2, 0, 2, 0, 0, 1, 8, 1, 3, 4, 0, 3, 1, 0, 8, 0, 0, 4, 1, 1, 0, 2, 5, 0, 8, 6, 1, 0, 6, 0, 0, 1, 0, 0, 8, 2, 0, 5, 1, 0, 0, 1, 1, 0, 0, 0, 4, 0, 2, 4, 0, 0, 4, 0, 0, 0, 2, 1, 1, 0, 0, 2, 2, 22, 1, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 8, 5, 0, 0, 0, 0]",0.33519882179675997,2.1825396825396823
64,261,261,265,"[0, 0, 1, 0, 4, 4, 0, 0, 9, 4, 8, 4, 0, 1, 0, 4, 0, 0, 0, 3, 0, 0, 1, 1, 0, 0, 0, 8, 0, 0, 4, 5, 9, 4, 0, 0, 1, 3, 1, 1, 1, 3, 1, 1, 1, 8, 4, 9, 0, 0, 5, 8, 4, 0, 9, 0, 0, 0, 0, 3, 9, 1, 0, 0, 1, 2, 3, 1, 2, 0, 1, 2, 1, 3, 2, 3, 9, 1, 3, 2, 1, 2, 9, 3, 0, 2, 2, 0, 1, 0, 1, 0, 2, 5, 9, 4, 1, 8, 4, 1, 1, 1, 0, 1, 0, 8, 0, 0, 0, 1, 2, 0, 0, 0, 3, 0, 4, 0, 0, 4, 0, 9, 0, 0, 9, 1, 0, 1, 0, 1, 0, 0, 4, 0, 5, 9, 4, 0, 9, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 9, 1, 0, 4, 1, 0, 9, 8, 4, 1, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3, 0, 3, 5, 0, 3, 2, 1, 1, 0, 8, 4, 1, 2, 0, 3, 2, 0, 1, 9, 4, 5, 0, 8, 1, 2, 0, 0, 3, 0, 7, 2, 2, 1, 3, 0, 0, 1, 9, 0, 0, 0, 1, 0, 0, 1, 3, 0, 0, 0, 0, 1, 0, 9, 0, 3, 0, 3, 0, 1, 0, 1, 0, 1, 0, 0, 4, 9, 0, 4, 0, 9, 3, 3, 1, 1, 2, 1, 9, 3, 0, 0, 0, 0]",0.36234263820470713,1.0
65,261,261,207,"[0, 5, 1, 7, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 7, 3, 1, 0, 0, 2, 0, 7, 0, 4, 0, 2, 0, 2, 0, 3, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 5, 0, 0, 4, 0, 0, 2, 7, 3, 3, 4, 0, 2, 1, 0, 5, 0, 0, 2, 7, 1, 0, 4, 0, 3, 0, 2, 0, 0, 3, 0, 1, 4, 0, 1, 7, 5, 7, 0, 0, 0, 1, 0, 0, 0, 5, 3, 7, 1, 2, 1, 0, 2, 0, 1, 5, 5, 0, 0, 3, 1, 0, 5, 5, 0, 0, 1, 1, 1, 1, 0, 0, 0, 5, 1, 1, 5, 1, 1, 1, 0, 2, 7, 3, 5, 5, 0, 0, 0, 0, 1, 5, 0, 0, 1, 2, 4, 1, 5, 1, 1, 0, 0, 7, 0, 0, 0, 7, 2, 2, 1, 1, 1, 0, 0, 0, 1, 1, 2, 1, 0, 0, 1, 0, 1, 0, 0, 3, 1, 2, 0, 0, 0, 0, 0, 1, 2, 0, 2, 0, 0, 0, 1, 1, 2, 1, 4, 0, 5, 0, 0, 15, 1, 2, 4, 0, 7, 0, 0, 2, 0, 4, 1, 0, 1, 0, 0, 5, 0, 2, 1, 0, 0, 0, 1, 0, 1, 5, 0, 7, 0, 1, 1, 2, 0, 1, 0, 7, 7, 0, 2, 0, 3, 3, 1, 0, 2, 0, 0, 2, 0, 0, 0, 3, 0, 7, 4, 0, 0, 0, 0]",0.3139573070607553,1.9477124183006536
66,266,266,397,"[0, 0, 6, 0, 13, 4, 2, 1, 0, 0, 13, 0, 0, 3, 13, 2, 11, 2, 0, 0, 0, 1, 0, 2, 2, 4, 0, 7, 8, 0, 1, 13, 0, 0, 11, 0, 0, 13, 1, 1, 11, 2, 0, 0, 13, 1, 0, 1, 0, 1, 0, 11, 0, 0, 1, 6, 2, 0, 13, 0, 13, 0, 0, 11, 3, 1, 0, 0, 15, 2, 0, 8, 1, 0, 0, 0, 13, 0, 1, 11, 2, 3, 0, 0, 13, 0, 11, 1, 1, 0, 8, 1, 0, 0, 6, 3, 6, 3, 0, 0, 2, 2, 0, 0, 6, 0, 13, 0, 13, 1, 0, 4, 13, 4, 2, 4, 7, 0, 2, 1, 2, 1, 2, 1, 0, 2, 0, 13, 0, 1, 0, 0, 0, 0, 3, 0, 1, 1, 0, 0, 0, 12, 2, 0, 0, 0, 0, 2, 3, 2, 2, 1, 0, 11, 0, 2, 1, 0, 1, 1, 0, 0, 0, 0, 3, 12, 1, 0, 4, 1, 0, 1, 2, 0, 2, 8, 0, 13, 0, 3, 0, 1, 0, 1, 8, 1, 6, 3, 4, 3, 12, 3, 0, 0, 8, 1, 1, 6, 3, 11, 1, 0, 0, 1, 0, 12, 3, 2, 2, 0, 13, 2, 1, 0, 3, 12, 1, 0, 1, 1, 1, 0, 0, 13, 1, 6, 1, 0, 1, 0, 0, 0, 0, 4, 0, 1, 1, 15, 3, 2, 1, 2, 1, 13, 1, 2, 0, 13, 0, 13, 0, 6, 1, 12, 2, 11, 0, 12, 3, 0, 1, 0, 0, 0, 0, 0]",0.4004819741661847,1.5147058823529411
67,103,103,35,"[0, 1, 0, 0, 0, 1, 1, 3, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 3, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 2, 0, 2, 0, 5, 0, 0, 0, 0, 0, 0, 3, 1, 2, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 5, 0, 0, 2, 0, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 3, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 5, 2, 0, 0, 0, 0]",0.1553398058252427,1.0
68,258,258,289,"[0, 0, 2, 0, 17, 3, 3, 0, 0, 0, 2, 0, 0, 2, 4, 0, 0, 0, 17, 0, 1, 3, 0, 3, 0, 1, 1, 0, 1, 1, 2, 3, 0, 5, 1, 1, 0, 0, 0, 5, 0, 5, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 3, 0, 0, 3, 1, 1, 1, 1, 1, 0, 3, 0, 0, 0, 2, 0, 0, 1, 0, 0, 17, 0, 3, 2, 17, 2, 2, 2, 0, 2, 1, 1, 2, 3, 3, 2, 17, 3, 2, 3, 3, 2, 17, 3, 2, 4, 0, 0, 5, 1, 0, 4, 5, 0, 0, 1, 3, 1, 0, 2, 0, 17, 0, 2, 0, 2, 0, 5, 0, 17, 0, 17, 0, 5, 0, 0, 0, 17, 1, 17, 0, 17, 1, 17, 0, 17, 0, 0, 1, 0, 1, 1, 3, 0, 1, 1, 0, 4, 1, 1, 3, 2, 0, 3, 0, 1, 0, 2, 0, 1, 0, 17, 2, 1, 4, 1, 3, 2, 0, 0, 0, 3, 0, 3, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 3, 1, 0, 0, 1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 5, 0, 17, 0, 4, 0, 5, 0, 1, 17, 0, 0, 0, 1, 0, 0, 0, 0, 5, 0, 0, 0, 3, 2, 1, 0, 3, 2, 3, 0, 0, 5, 4, 2, 0, 0, 5, 2, 0, 0, 0, 3, 0, 3, 1, 0, 17, 0, 0, 0, 0, 0]",0.35271317829457366,1.0
69,273,273,310,"[1, 19, 0, 3, 1, 0, 6, 0, 0, 8, 0, 6, 5, 7, 2, 1, 0, 0, 0, 2, 0, 4, 0, 0, 5, 0, 0, 0, 4, 0, 12, 8, 2, 2, 1, 0, 0, 12, 0, 0, 0, 1, 2, 0, 2, 0, 5, 2, 2, 2, 0, 9, 1, 1, 0, 2, 5, 0, 5, 0, 0, 2, 0, 0, 9, 12, 0, 0, 1, 9, 0, 0, 12, 0, 7, 8, 12, 5, 0, 1, 1, 2, 0, 9, 0, 1, 3, 9, 2, 0, 2, 9, 1, 0, 5, 9, 1, 12, 0, 2, 0, 9, 0, 1, 2, 12, 0, 5, 0, 1, 0, 0, 0, 1, 5, 0, 0, 8, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 8, 0, 0, 6, 0, 0, 3, 1, 0, 1, 12, 1, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 3, 0, 1, 2, 6, 5, 12, 0, 1, 1, 0, 0, 2, 0, 0, 0, 6, 0, 1, 12, 0, 0, 0, 2, 0, 4, 0, 6, 2, 2, 0, 2, 1, 1, 0, 1, 8, 2, 2, 1, 0, 0, 2, 0, 1, 6, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 7, 0, 1, 0, 0, 0, 2, 3, 1, 1, 1, 0, 3, 6, 0, 12, 0, 0, 3, 3, 3, 2, 4, 0, 2, 0, 12, 1, 0, 0, 1, 0, 0, 0, 6, 8, 2, 7, 1, 2, 2, 0, 1, 1, 0, 2, 9, 0, 2, 0, 0, 7, 0, 9, 5, 0, 0, 0, 0]",0.35488354586098947,1.8966666666666667
70,258,258,222,"[0, 0, 1, 0, 9, 4, 1, 1, 0, 3, 4, 5, 2, 1, 0, 0, 4, 2, 5, 3, 0, 1, 8, 4, 4, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 5, 5, 1, 0, 0, 5, 5, 1, 0, 0, 1, 5, 1, 2, 1, 0, 0, 5, 4, 0, 1, 0, 0, 9, 6, 2, 0, 5, 3, 0, 2, 0, 2, 4, 0, 0, 0, 4, 0, 5, 0, 5, 1, 0, 0, 0, 9, 0, 4, 1, 0, 0, 8, 1, 8, 1, 0, 1, 2, 1, 0, 1, 0, 8, 4, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 8, 4, 3, 1, 1, 2, 2, 0, 0, 5, 0, 0, 8, 0, 0, 0, 1, 4, 0, 0, 0, 2, 0, 8, 4, 0, 4, 0, 0, 0, 0, 0, 0, 0, 1, 1, 9, 4, 0, 2, 1, 0, 0, 1, 3, 0, 8, 4, 0, 1, 2, 0, 0, 0, 0, 1, 9, 1, 1, 2, 0, 9, 0, 0, 5, 0, 3, 0, 3, 0, 0, 0, 1, 0, 4, 2, 4, 0, 2, 0, 4, 1, 1, 9, 1, 0, 3, 1, 4, 0, 1, 0, 0, 0, 0, 0, 5, 8, 0, 0, 5, 0, 1, 1, 9, 0, 0, 0, 0, 6, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 3, 1, 9, 0, 0, 1, 5, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0]",0.3131782945736434,1.0
71,67,67,22,"[0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 3, 2, 0, 1, 1, 0, 3, 2, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 3, 2, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 3, 2, 0, 2, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 2, 0, 0, 0, 0]",0.14925373134328357,1.0
72,291,291,337,"[0, 0, 4, 0, 8, 3, 0, 1, 0, 4, 0, 2, 4, 1, 3, 3, 5, 0, 6, 2, 1, 6, 0, 0, 0, 0, 0, 1, 0, 0, 0, 8, 3, 1, 4, 0, 0, 2, 2, 2, 12, 12, 6, 0, 0, 0, 3, 0, 0, 6, 2, 12, 1, 3, 1, 0, 3, 3, 0, 0, 2, 0, 6, 2, 0, 0, 0, 0, 6, 1, 1, 4, 1, 0, 0, 0, 2, 4, 3, 6, 2, 1, 0, 2, 0, 0, 1, 0, 8, 2, 4, 0, 1, 6, 0, 0, 1, 0, 0, 0, 0, 0, 6, 1, 1, 1, 2, 5, 0, 0, 0, 0, 4, 0, 0, 1, 0, 0, 1, 1, 0, 0, 7, 1, 0, 7, 5, 0, 21, 0, 1, 6, 3, 0, 2, 0, 3, 6, 5, 0, 0, 1, 2, 1, 0, 0, 12, 7, 1, 0, 12, 0, 1, 0, 3, 0, 8, 7, 2, 1, 1, 0, 0, 0, 0, 0, 8, 2, 0, 8, 0, 6, 1, 0, 0, 1, 0, 2, 0, 2, 12, 0, 0, 0, 1, 3, 6, 1, 1, 4, 7, 2, 4, 0, 0, 4, 1, 1, 7, 0, 2, 0, 3, 1, 1, 3, 3, 6, 2, 0, 0, 12, 6, 3, 0, 3, 12, 7, 0, 8, 0, 1, 0, 8, 0, 1, 0, 6, 3, 7, 0, 6, 0, 0, 12, 5, 2, 1, 2, 12, 2, 0, 1, 1, 2, 1, 2, 0, 0, 2, 12, 2, 0, 0, 3, 0, 3, 1, 1, 2, 4, 1, 1, 6, 0, 3, 1, 3, 2, 0, 8, 7, 1, 2, 12, 0, 1, 4, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.3991327115038455,2.0423280423280423
73,286,286,482,"[1, 0, 3, 1, 3, 1, 3, 0, 7, 0, 0, 0, 3, 12, 3, 12, 0, 0, 5, 2, 16, 1, 12, 2, 12, 5, 0, 0, 12, 0, 16, 0, 0, 0, 12, 0, 0, 3, 8, 0, 0, 1, 16, 1, 0, 6, 0, 0, 0, 3, 0, 16, 0, 0, 12, 8, 7, 0, 0, 0, 12, 0, 0, 2, 0, 1, 0, 0, 8, 0, 2, 3, 1, 0, 0, 1, 1, 1, 1, 5, 8, 7, 0, 4, 0, 1, 16, 0, 6, 1, 8, 0, 1, 2, 16, 1, 12, 0, 16, 0, 12, 5, 1, 1, 0, 2, 2, 3, 3, 16, 0, 0, 6, 0, 0, 16, 0, 0, 12, 1, 0, 0, 0, 1, 1, 7, 0, 1, 7, 12, 1, 0, 8, 0, 16, 1, 3, 0, 1, 12, 1, 3, 1, 0, 2, 1, 1, 0, 12, 0, 1, 0, 0, 6, 0, 3, 0, 0, 0, 1, 0, 0, 1, 7, 12, 1, 0, 0, 0, 0, 8, 0, 0, 12, 1, 0, 12, 3, 1, 12, 5, 1, 0, 1, 6, 0, 0, 12, 1, 0, 2, 12, 0, 3, 1, 3, 0, 16, 1, 0, 0, 5, 12, 1, 5, 1, 5, 8, 7, 12, 0, 2, 0, 1, 0, 0, 16, 0, 0, 0, 0, 5, 2, 5, 6, 0, 12, 2, 5, 0, 16, 0, 1, 0, 0, 2, 1, 3, 0, 12, 16, 0, 1, 0, 0, 0, 2, 1, 0, 1, 0, 0, 0, 16, 0, 2, 1, 0, 0, 1, 2, 3, 2, 5, 3, 1, 0, 16, 0, 12, 0, 12, 8, 7, 6, 1, 0, 0, 0, 0, 16, 3, 0, 0, 0, 0]",0.3945221445221445,1.0
74,188,188,117,"[0, 0, 2, 0, 4, 4, 0, 0, 0, 7, 0, 0, 3, 4, 1, 3, 0, 0, 2, 2, 3, 0, 3, 1, 0, 2, 0, 0, 5, 1, 0, 0, 0, 1, 0, 2, 1, 1, 3, 1, 0, 0, 2, 0, 0, 0, 4, 0, 4, 5, 0, 1, 7, 0, 0, 3, 0, 0, 1, 3, 7, 0, 0, 4, 0, 5, 2, 2, 2, 0, 0, 0, 0, 1, 0, 0, 1, 1, 2, 7, 0, 0, 0, 0, 0, 0, 0, 1, 4, 0, 0, 3, 0, 0, 2, 0, 0, 5, 1, 0, 0, 1, 0, 7, 1, 2, 0, 0, 1, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 4, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 7, 0, 0, 0, 2, 3, 1, 3, 0, 0, 0, 5, 1, 0, 1, 0, 0, 0, 0, 1, 2, 0, 3, 0, 4, 0, 1, 1, 3, 7, 7, 0, 0, 3, 0, 0, 3, 0, 2, 0, 0, 5, 1, 3, 0, 4, 0, 0, 1, 0, 0, 0, 0, 0]",0.2854609929078014,1.0
75,232,232,234,"[4, 0, 4, 5, 0, 3, 0, 2, 0, 0, 4, 0, 4, 0, 5, 0, 4, 0, 0, 3, 0, 0, 0, 4, 7, 1, 0, 0, 0, 16, 0, 0, 0, 9, 3, 2, 0, 0, 0, 9, 1, 0, 0, 0, 3, 0, 1, 5, 1, 3, 2, 0, 1, 5, 2, 1, 2, 0, 5, 1, 3, 9, 0, 8, 2, 5, 1, 0, 1, 0, 0, 0, 3, 4, 0, 3, 5, 0, 1, 1, 8, 1, 8, 0, 0, 9, 0, 1, 2, 0, 1, 9, 0, 8, 1, 4, 1, 0, 0, 0, 2, 9, 1, 0, 0, 1, 0, 5, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 3, 0, 0, 8, 0, 1, 0, 0, 1, 2, 0, 0, 3, 0, 0, 0, 0, 5, 0, 9, 1, 2, 0, 0, 1, 7, 1, 0, 0, 9, 8, 0, 0, 3, 0, 3, 9, 1, 5, 9, 0, 1, 1, 2, 4, 1, 7, 0, 0, 0, 9, 2, 1, 0, 1, 0, 3, 0, 1, 0, 4, 5, 0, 8, 0, 5, 3, 1, 1, 3, 0, 0, 1, 5, 0, 1, 0, 8, 0, 2, 1, 0, 8, 0, 0, 5, 0, 8, 1, 0, 1, 1, 1, 0, 1, 9, 0, 0, 1, 0, 3, 0, 0, 0, 1, 0, 8, 4, 0, 0, 0, 0]",0.321360153256705,1.7543859649122806
76,289,289,381,"[0, 0, 2, 0, 16, 3, 0, 10, 0, 16, 0, 7, 0, 0, 0, 6, 0, 16, 11, 0, 2, 2, 1, 0, 4, 0, 0, 4, 7, 2, 1, 1, 0, 3, 6, 4, 0, 0, 2, 0, 2, 1, 2, 1, 4, 3, 0, 2, 0, 0, 1, 0, 4, 7, 4, 1, 0, 0, 1, 0, 1, 0, 1, 0, 16, 1, 2, 0, 0, 4, 4, 6, 0, 0, 11, 0, 2, 0, 4, 4, 0, 0, 10, 4, 7, 3, 4, 10, 0, 1, 1, 16, 0, 0, 2, 0, 0, 0, 4, 0, 16, 0, 0, 6, 0, 1, 1, 0, 0, 2, 1, 4, 0, 0, 4, 0, 0, 1, 1, 4, 0, 0, 0, 4, 1, 0, 0, 0, 0, 0, 0, 0, 4, 1, 7, 2, 6, 4, 0, 10, 1, 16, 1, 3, 0, 7, 0, 0, 3, 4, 0, 2, 2, 16, 1, 0, 0, 1, 2, 1, 1, 4, 0, 3, 0, 0, 16, 0, 16, 0, 0, 0, 4, 0, 2, 1, 0, 3, 0, 10, 0, 0, 0, 3, 2, 2, 0, 11, 0, 2, 16, 0, 10, 2, 2, 0, 1, 0, 1, 3, 1, 4, 7, 2, 0, 0, 3, 0, 4, 0, 4, 0, 0, 16, 0, 0, 2, 4, 10, 0, 6, 0, 0, 16, 1, 4, 1, 0, 1, 0, 1, 2, 1, 4, 0, 0, 0, 0, 16, 4, 0, 0, 16, 0, 0, 0, 0, 0, 7, 2, 0, 4, 2, 0, 10, 1, 0, 3, 16, 2, 7, 1, 3, 1, 1, 1, 1, 0, 1, 6, 0, 0, 0, 0, 1, 0, 1, 0, 16, 3, 4, 3, 0, 1, 2, 0, 0, 0, 0]",0.3961668089695771,1.0
77,127,127,40,"[0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 3, 1, 2, 0, 0, 3, 1, 2, 1, 1, 1, 0, 0, 2, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 3, 0, 0, 3, 1, 0, 1, 0, 1, 2, 0, 0, 0, 0, 3, 0, 0, 0, 3, 1, 3, 1, 3, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 1, 0, 1, 2, 0, 3, 0, 0, 1, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0]",0.14173228346456693,1.0
78,227,227,230,"[0, 0, 1, 0, 12, 4, 4, 0, 0, 2, 0, 12, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 12, 3, 0, 5, 0, 3, 0, 0, 3, 2, 0, 0, 2, 4, 0, 2, 4, 2, 2, 12, 0, 0, 5, 1, 1, 12, 0, 0, 0, 0, 0, 0, 3, 0, 2, 0, 0, 1, 2, 2, 0, 0, 0, 3, 12, 0, 0, 5, 3, 2, 2, 2, 6, 2, 6, 1, 2, 0, 1, 12, 0, 12, 0, 1, 12, 2, 1, 0, 0, 0, 0, 0, 1, 1, 2, 2, 3, 0, 0, 3, 3, 4, 2, 1, 0, 3, 1, 3, 4, 1, 1, 1, 4, 5, 4, 5, 0, 1, 0, 0, 3, 4, 12, 1, 3, 1, 1, 3, 0, 4, 5, 0, 2, 1, 2, 1, 1, 1, 1, 0, 0, 1, 0, 0, 2, 0, 1, 0, 1, 0, 1, 1, 4, 4, 12, 0, 0, 0, 4, 2, 5, 4, 4, 1, 1, 4, 5, 4, 4, 1, 2, 4, 12, 1, 0, 1, 0, 0, 2, 4, 0, 0, 1, 0, 1, 5, 0, 0, 0, 3, 0, 0, 0, 1, 6, 0, 0, 5, 0, 3, 0, 0, 1, 3, 0, 0, 12, 2, 1, 0, 0, 0, 3, 1, 0, 2, 1, 3, 3, 0, 0, 0, 0, 0]",0.3907488986784141,1.0
